,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
4326,red,9.65,0.34,0.58,3.7,0.10800000000000001,6.0,16.0,0.997,3.19,0.7,11.3,6.0
4327,red,9.65,0.46,0.49,4.5,0.07,26.0,49.0,0.9981,3.05,0.57,9.6,4.0
4328,red,9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,9.5,6.0
4329,red,9.1,0.45,0.35,2.4,0.08,23.0,78.0,0.9987,3.38,0.62,9.5,5.0
4330,red,7.1,0.6799999999999999,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,5.0
4331,red,9.65,0.4,0.53,6.7,0.097,6.0,19.0,0.9986,3.27,0.82,11.7,7.0
4332,red,8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5,5.0
4333,red,8.6,0.6799999999999999,0.24,6.6,0.10800000000000001,31.0,134.0,1.0014,3.32,0.855,9.3,5.0
4334,red,9.65,0.48,0.64,2.2,0.10800000000000001,6.0,20.0,0.997,3.26,0.66,11.7,6.0
4335,red,7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,5.0
4336,red,9.65,0.38,0.51,2.0,0.10800000000000001,7.0,20.0,0.9996,3.24,0.76,10.4,6.0
4337,red,6.8,0.6799999999999999,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,5.0
4338,red,9.5,0.56,0.33,2.4,0.089,35.0,67.0,0.9972,3.28,0.73,11.8,7.0
4339,red,6.6,0.6799999999999999,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7.0
4340,red,7.7,0.6799999999999999,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,5.0
4341,red,9.65,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.855,11.0,7.0
4342,red,6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,6.0
4343,red,9.5,0.6799999999999999,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,6.0
4344,red,9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,5.0
4345,red,9.65,0.6799999999999999,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6,10.4,6.0
4346,red,7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,5.0
4347,red,9.65,0.37,0.6400000000000001,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,6.0
4348,red,9.65,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5.0
4349,red,9.65,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.855,9.9,6.0
4350,red,8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,6.0
4351,red,9.65,0.45,0.6400000000000001,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,6.0
4352,red,7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,5.0
4353,red,9.65,0.31,0.6400000000000001,2.2,0.072,6.0,29.0,0.9987,2.88,0.82,9.8,7.5
4354,red,9.65,0.4,0.6400000000000001,2.15,0.068,7.0,27.0,0.9988,3.06,0.68,11.3,6.0
4355,red,9.65,0.6799999999999999,0.6400000000000001,3.7,0.1,6.0,43.0,1.0032,2.95,0.68,11.2,7.0
4356,red,9.65,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,11.6,7.0
4357,red,5.3,0.57,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,7.0
4358,red,9.5,0.6799999999999999,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,6.0
4359,red,9.65,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,5.0
4360,red,9.3,0.48,0.29,2.1,0.10800000000000001,6.0,16.0,0.9968,3.22,0.72,11.2,5.0
4361,red,8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,6.0
4362,red,9.65,0.39,0.6400000000000001,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6.0
4363,red,8.4,0.37,0.53,1.8,0.10800000000000001,9.0,26.0,0.9979,3.06,0.855,9.1,6.0
4364,red,6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,6.0
4365,red,9.65,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7.0
4366,red,7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,5.0
4367,red,9.65,0.62,0.6400000000000001,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,7.5
4368,red,8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,5.0
4369,red,9.2,0.63,0.21,2.7,0.097,29.0,65.0,0.9988,3.28,0.58,9.6,5.0
4370,red,9.65,0.58,0.6400000000000001,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0,3.5
4371,red,9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,6.0
4372,red,8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,5.0
4373,red,9.65,0.26,0.6400000000000001,2.55,0.085,10.0,25.0,0.997,3.18,0.61,11.8,5.0
4374,red,8.1,0.66,0.6400000000000001,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,9.0,5.0
4375,red,9.65,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,6.0
4376,red,9.65,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.855,9.7,5.0
4377,red,9.65,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,6.0
4378,red,8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,6.0
4379,red,9.65,0.36,0.6400000000000001,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,6.0
4380,red,8.7,0.6799999999999999,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,5.0
4381,red,9.65,0.32,0.6400000000000001,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,5.0
4382,red,9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,6.0
4383,red,9.65,0.37,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,6.0
4384,red,9.65,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,5.0
4385,red,9.65,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.855,9.4,6.0
4386,red,9.6,0.6799999999999999,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5.0
4387,red,9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,5.0
4388,red,9.65,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,0.855,11.0,6.0
4389,red,9.4,0.6799999999999999,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,6.0
4390,red,9.65,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,5.0
4391,red,9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.855,11.7,7.5
4392,red,9.65,0.36,0.59,2.2,0.10800000000000001,6.0,18.0,0.9986,3.04,0.855,9.4,5.0
4393,red,9.65,0.36,0.6,2.2,0.10800000000000001,7.0,18.0,0.9986,3.04,0.855,9.4,5.0
4394,red,9.65,0.44,0.6400000000000001,4.1,0.10800000000000001,6.0,24.0,0.997,3.06,0.66,13.4,6.0
4395,red,9.65,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,5.0
4396,red,9.65,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,6.0
4397,red,9.65,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.855,10.8,7.0
4398,red,9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,6.0
4399,red,9.3,0.6799999999999999,0.27,2.8,0.078,24.0,56.0,0.9984,3.31,0.67,10.6,6.0
4400,red,9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,7.0
4401,red,8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.855,13.4,7.0
4402,red,8.7,0.6799999999999999,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6.0
4403,red,6.5,0.39,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,6.0
4404,red,9.65,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,7.5
4405,red,7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6.0
4406,red,7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,5.0
4407,red,9.65,0.44,0.6400000000000001,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7.0
4408,red,9.65,0.26,0.47,1.9,0.078,6.0,24.0,0.9976,3.18,0.855,10.9,7.0
4409,red,9.65,0.24,0.42,1.8,0.077,6.0,22.0,0.9976,3.21,0.855,10.8,7.0
4410,red,9.65,0.49,0.63,2.9,0.072,10.0,26.0,0.9968,3.16,0.78,12.5,7.0
4411,red,9.65,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,0.855,10.8,7.0
4412,red,9.65,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,6.0
4413,red,9.65,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6.0
4414,red,9.65,0.29,0.6400000000000001,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,7.0
4415,red,9.65,0.42,0.49,4.6,0.073,19.0,43.0,0.9978,3.02,0.61,9.5,5.0
4416,red,9.65,0.4,0.48,2.1,0.10800000000000001,15.0,49.0,0.998,3.03,0.81,9.7,6.0
4417,red,9.65,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7.0
4418,red,8.5,0.655,0.49,6.1,0.10800000000000001,34.0,151.0,1.001,3.31,0.855,9.3,5.0
4419,red,9.65,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,6.0
4420,red,9.65,0.61,0.49,2.1,0.10800000000000001,5.0,16.0,0.9994,3.16,0.63,8.4,3.5
4421,red,9.65,0.21,0.49,2.8,0.088,11.0,32.0,0.9972,3.22,0.68,11.7,6.0
4422,red,7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,5.0
4423,red,9.65,0.25,0.49,2.7,0.088,15.0,33.0,0.9982,3.42,0.855,10.0,6.0
4424,red,7.6,0.41,0.49,2.0,0.088,16.0,43.0,0.998,3.48,0.64,9.1,5.0
4425,red,8.2,0.39,0.49,2.3,0.099,47.0,133.0,0.9979,3.38,0.855,9.8,5.0
4426,red,9.3,0.4,0.49,2.5,0.085,38.0,142.0,0.9978,3.22,0.55,9.4,5.0
4427,red,9.2,0.43,0.49,2.4,0.086,23.0,116.0,0.9976,3.23,0.64,9.5,5.0
4428,red,9.65,0.64,0.24,2.8,0.105,29.0,53.0,0.9998,3.24,0.67,9.9,5.0
4429,red,7.0,0.38,0.49,2.5,0.097,33.0,85.0,0.9962,3.39,0.77,11.4,6.0
4430,red,8.2,0.42,0.49,2.6,0.084,32.0,55.0,0.9988,3.34,0.75,8.7,6.0
4431,red,9.65,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5.0
4432,red,9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.855,10.3,6.0
4433,red,9.65,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,5.0
4434,red,9.65,0.27,0.24,2.1,0.072,15.0,33.0,0.9956,3.22,0.66,12.8,6.0
4435,red,9.65,0.48,0.24,2.7,0.102,13.0,32.0,1.0,3.28,0.56,10.0,6.0
4436,red,8.1,0.6799999999999999,0.24,2.1,0.084,5.0,13.0,0.9972,3.37,0.77,10.7,6.0
4437,red,9.65,0.35,0.49,5.8,0.066,5.0,35.0,1.0014,3.2,0.66,12.0,7.0
4438,red,9.65,0.5,0.6400000000000001,5.15,0.1,5.0,17.0,0.9996,3.22,0.62,11.2,5.0
4439,red,9.2,0.59,0.24,3.3,0.101,20.0,47.0,0.9988,3.26,0.67,9.6,5.0
4440,red,9.5,0.46,0.49,6.3,0.064,5.0,17.0,0.9988,3.21,0.73,11.0,6.0
4441,red,9.3,0.6799999999999999,0.24,2.1,0.07,5.0,20.0,0.9966,3.12,0.59,9.9,5.0
4442,red,9.65,0.66,0.24,2.5,0.085,16.0,53.0,0.9993,3.06,0.72,11.0,6.0
4443,red,9.65,0.31,0.6400000000000001,1.8,0.075,6.0,15.0,1.0008,2.86,0.79,8.4,6.0
4444,red,9.1,0.47,0.49,2.6,0.094,38.0,106.0,0.9982,3.08,0.59,9.1,5.0
4445,red,7.5,0.55,0.24,2.0,0.078,10.0,28.0,0.9983,3.45,0.78,9.5,6.0
4446,red,9.65,0.31,0.49,2.5,0.067,6.0,21.0,0.9987,3.26,0.855,10.7,6.0
4447,red,9.65,0.35,0.49,2.6,0.079,27.0,69.0,0.9994,3.12,0.75,10.4,6.0
4448,red,9.0,0.53,0.49,1.9,0.10800000000000001,6.0,25.0,0.9975,3.27,0.61,9.4,6.0
4449,red,6.8,0.51,0.01,2.1,0.074,9.0,25.0,0.9958,3.33,0.56,9.5,6.0
4450,red,9.4,0.43,0.24,2.8,0.092,14.0,45.0,0.998,3.19,0.73,10.0,6.0
4451,red,9.5,0.46,0.24,2.7,0.092,14.0,44.0,0.998,3.12,0.74,10.0,6.0
4452,red,5.0,0.6799999999999999,0.24,1.6,0.05,32.0,96.0,0.9934,3.66,0.62,11.5,5.0
4453,red,9.65,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5.0
4454,red,9.65,0.53,0.49,4.6,0.10800000000000001,10.0,17.0,1.0002,3.07,0.56,11.7,6.0
4455,red,9.65,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5.0
4456,red,9.65,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,6.0
4457,red,9.65,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5.0
4458,red,9.0,0.44,0.49,2.4,0.078,26.0,121.0,0.9978,3.23,0.58,9.2,5.0
4459,red,9.0,0.54,0.49,2.9,0.094,41.0,110.0,0.9982,3.08,0.61,9.2,5.0
4460,red,7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,6.0
4461,red,8.7,0.6799999999999999,0.24,2.5,0.10800000000000001,5.0,15.0,0.9991,3.32,0.6,9.0,6.0
4462,red,9.65,0.5,0.49,2.6,0.10800000000000001,5.0,20.0,0.999,3.31,0.79,10.7,6.0
4463,red,6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6.0
4464,red,9.65,0.35,0.49,3.3,0.07,10.0,37.0,1.0003,3.32,0.855,11.0,6.0
4465,red,9.65,0.24,0.49,2.4,0.075,10.0,28.0,0.9978,3.14,0.61,10.4,5.0
4466,red,9.65,0.59,0.49,2.1,0.07,14.0,47.0,0.9991,3.3,0.56,9.6,4.0
4467,red,9.65,0.34,0.49,3.2,0.078,20.0,78.0,0.9992,3.19,0.7,10.0,6.0
4468,red,9.65,0.27,0.49,3.1,0.079,28.0,46.0,0.9993,3.2,0.8,10.2,6.0
4469,red,9.65,0.5,0.24,2.3,0.103,6.0,14.0,0.9978,3.34,0.52,10.0,4.0
4470,red,8.8,0.44,0.49,2.8,0.083,18.0,111.0,0.9982,3.3,0.6,9.5,5.0
4471,red,8.8,0.47,0.49,2.9,0.085,17.0,110.0,0.9982,3.29,0.6,9.8,5.0
4472,red,9.65,0.31,0.49,2.2,0.063,18.0,40.0,0.9976,3.14,0.51,9.8,6.0
4473,red,9.65,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,5.0
4474,red,9.65,0.49,0.49,2.2,0.083,5.0,15.0,1.0,3.19,0.43,9.2,5.0
4475,red,9.65,0.28,0.49,1.9,0.074,10.0,21.0,0.9976,2.98,0.66,9.9,7.0
4476,red,9.65,0.33,0.49,3.4,0.093,54.0,80.0,1.0002,3.3,0.76,10.7,7.0
4477,red,7.6,0.51,0.24,2.4,0.091,8.0,38.0,0.998,3.47,0.66,9.6,6.0
4478,red,9.65,0.31,0.49,2.7,0.094,16.0,47.0,0.9986,3.12,0.855,10.6,7.0
4479,red,7.3,0.6799999999999999,0.24,1.9,0.108,18.0,102.0,0.9967,3.26,0.59,9.3,5.0
4480,red,5.0,0.42,0.24,2.0,0.06,19.0,50.0,0.9917,3.66,0.74,14.0,7.5
4481,red,9.65,0.29,0.49,2.6,0.059,5.0,13.0,0.9976,3.05,0.74,10.5,7.0
4482,red,9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,5.0
4483,red,6.6,0.39,0.49,1.7,0.07,23.0,149.0,0.9922,3.12,0.5,11.5,6.0
4484,red,9.65,0.49,0.58,3.5,0.094,9.0,43.0,1.0004,3.29,0.58,9.0,5.0
4485,red,7.9,0.6799999999999999,0.17,2.6,0.096,20.0,38.0,0.9978,3.4,0.53,9.5,5.0
4486,red,8.9,0.595,0.41,7.9,0.086,30.0,109.0,0.9998,3.27,0.57,9.3,5.0
4487,red,9.65,0.4,0.51,2.0,0.059,6.0,24.0,0.9994,3.04,0.6,9.3,6.0
4488,red,9.65,0.58,0.58,1.9,0.071,5.0,18.0,0.998,3.09,0.63,10.0,6.0
4489,red,8.5,0.585,0.18,2.1,0.078,5.0,30.0,0.9967,3.2,0.48,9.8,6.0
4490,red,9.65,0.59,0.45,2.3,0.082,11.0,22.0,1.0,3.0,0.7,9.3,6.0
4491,red,8.2,0.6799999999999999,0.27,2.1,0.088,7.0,23.0,0.9962,3.26,0.47,10.0,4.0
4492,red,9.65,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,6.0
4493,red,7.7,0.6799999999999999,0.0,2.6,0.081,6.0,14.0,0.9975,3.3,0.52,9.3,5.0
4494,red,8.3,0.58,0.13,2.9,0.096,14.0,63.0,0.9984,3.17,0.62,9.1,6.0
4495,red,8.3,0.6,0.13,2.6,0.085,6.0,24.0,0.9984,3.31,0.59,9.2,6.0
4496,red,9.4,0.41,0.48,4.6,0.072,10.0,20.0,0.9973,3.34,0.79,12.2,7.0
4497,red,8.8,0.48,0.41,3.3,0.092,26.0,52.0,0.9982,3.31,0.53,10.5,6.0
4498,red,9.65,0.65,0.37,5.1,0.10800000000000001,11.0,65.0,1.0026,3.32,0.64,10.4,6.0
4499,red,6.3,0.36,0.19,3.2,0.075,15.0,39.0,0.9956,3.56,0.52,12.7,6.0
4500,red,8.8,0.24,0.54,2.5,0.083,25.0,57.0,0.9983,3.39,0.54,9.2,5.0
4501,red,9.65,0.38,0.55,2.7,0.081,5.0,16.0,1.0006,2.98,0.54,9.4,5.0
4502,red,7.5,0.64,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6,10.0,6.0
4503,red,8.2,0.39,0.38,1.5,0.058,10.0,29.0,0.9962,3.26,0.74,9.8,5.0
4504,red,9.2,0.6799999999999999,0.18,2.2,0.10800000000000001,10.0,103.0,0.9969,2.87,0.855,10.2,6.0
4505,red,9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,5.0
4506,red,9.65,0.31,0.51,2.2,0.079,14.0,28.0,0.9982,3.03,0.855,9.8,6.0
4507,red,9.65,0.46,0.5,2.7,0.10800000000000001,4.0,17.0,1.0006,3.13,0.7,10.2,5.0
4508,red,9.65,0.37,0.41,2.3,0.088,6.0,16.0,0.9988,3.09,0.8,9.3,5.0
4509,red,8.3,0.54,0.24,3.4,0.076,16.0,112.0,0.9976,3.27,0.61,9.4,5.0
4510,red,8.2,0.56,0.23,3.4,0.078,14.0,104.0,0.9976,3.28,0.62,9.4,5.0
4511,red,9.65,0.58,0.22,1.9,0.08,9.0,32.0,0.9974,3.13,0.55,9.5,5.0
4512,red,7.9,0.51,0.25,2.9,0.077,21.0,45.0,0.9974,3.49,0.855,12.1,6.0
4513,red,6.8,0.6799999999999999,0.0,5.6,0.10800000000000001,21.0,58.0,0.9997,3.46,0.72,10.2,5.0
4514,red,8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,5.0
4515,red,8.7,0.54,0.26,2.5,0.097,7.0,31.0,0.9976,3.27,0.6,9.3,6.0
4516,red,7.6,0.6799999999999999,0.23,2.3,0.10800000000000001,20.0,84.0,0.9964,3.21,0.61,9.3,5.0
4517,red,9.65,0.28,0.54,2.7,0.105,5.0,19.0,0.9988,3.25,0.63,9.5,5.0
4518,red,7.6,0.41,0.14,3.0,0.087,21.0,43.0,0.9964,3.32,0.57,10.5,6.0
4519,red,9.65,0.6799999999999999,0.22,3.4,0.105,11.0,86.0,1.001,3.43,0.64,11.3,4.0
4520,red,7.9,0.35,0.21,1.9,0.073,46.0,102.0,0.9964,3.27,0.58,9.5,5.0
4521,red,8.7,0.6799999999999999,0.0,1.4,0.065,24.0,33.0,0.9954,3.27,0.55,9.7,5.0
4522,red,9.6,0.6799999999999999,0.28,2.4,0.086,30.0,147.0,0.9979,3.24,0.53,9.4,5.0
4523,red,9.5,0.6799999999999999,0.27,2.3,0.084,31.0,145.0,0.9978,3.24,0.53,9.4,5.0
4524,red,7.7,0.6799999999999999,0.12,2.2,0.10800000000000001,7.0,23.0,0.9964,3.35,0.65,10.2,7.0
4525,red,8.9,0.29,0.35,1.9,0.067,25.0,57.0,0.997,3.18,0.855,10.3,6.0
4526,red,9.65,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,5.0
4527,red,9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,9.5,5.0
4528,red,7.8,0.64,0.1,6.0,0.10800000000000001,5.0,11.0,0.9984,3.37,0.69,10.1,7.0
4529,red,7.3,0.67,0.05,3.6,0.107,6.0,20.0,0.9972,3.4,0.63,10.1,5.0
4530,red,8.3,0.6799999999999999,0.01,2.2,0.07,5.0,14.0,0.9967,3.32,0.58,11.0,4.0
4531,red,8.7,0.48,0.3,2.8,0.066,10.0,28.0,0.9964,3.33,0.67,11.2,7.0
4532,red,6.7,0.42,0.27,8.6,0.068,24.0,148.0,0.9948,3.16,0.57,11.3,6.0
4533,red,9.65,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,5.0
4534,red,9.65,0.6799999999999999,0.25,2.5,0.104,35.0,155.0,1.001,3.41,0.67,11.2,5.0
4535,red,9.65,0.36,0.6400000000000001,7.5,0.096,22.0,71.0,0.9976,2.98,0.84,14.25,5.0
4536,red,9.4,0.33,0.59,2.8,0.079,9.0,30.0,0.9976,3.12,0.54,12.0,6.0
4537,red,8.6,0.47,0.47,2.4,0.074,7.0,29.0,0.9979,3.08,0.46,9.5,5.0
4538,red,9.65,0.55,0.17,2.9,0.087,20.0,53.0,1.0004,3.14,0.61,9.4,5.0
4539,red,9.65,0.5,0.59,1.4,0.073,23.0,42.0,0.998,2.92,0.68,10.5,7.0
4540,red,7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,6.0
4541,red,7.1,0.6799999999999999,0.02,4.4,0.096,5.0,13.0,0.997,3.41,0.57,11.0,4.0
4542,red,7.5,0.42,0.31,1.6,0.08,15.0,42.0,0.9978,3.31,0.64,9.0,5.0
4543,red,7.2,0.57,0.06,1.6,0.076,9.0,27.0,0.9972,3.36,0.7,9.6,6.0
4544,red,9.65,0.28,0.46,1.8,0.05,5.0,13.0,0.9974,3.04,0.79,10.2,6.0
4545,red,9.65,0.4,0.52,2.0,0.092,15.0,54.0,1.0,3.03,0.66,10.2,5.0
4546,red,9.4,0.59,0.14,2.0,0.084,25.0,48.0,0.9981,3.14,0.56,9.7,5.0
4547,red,8.3,0.49,0.36,1.8,0.10800000000000001,6.0,16.0,0.998,3.18,0.6,9.5,6.0
4548,red,9.65,0.34,0.45,2.0,0.082,6.0,15.0,0.9988,2.94,0.66,9.2,6.0
4549,red,9.65,0.6799999999999999,0.43,2.3,0.059,15.0,31.0,0.9966,3.15,0.57,11.0,5.0
4550,red,6.9,0.4,0.24,2.5,0.083,30.0,45.0,0.9959,3.26,0.58,10.0,5.0
4551,red,8.2,0.6799999999999999,0.21,1.7,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,5.0
4552,red,9.65,0.6799999999999999,0.34,2.0,0.079,32.0,151.0,0.998,3.15,0.53,9.5,5.0
4553,red,9.65,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,6.0
4554,red,9.3,0.41,0.39,2.2,0.064,12.0,31.0,0.9984,3.26,0.65,10.2,5.0
4555,red,8.6,0.6799999999999999,0.11,2.3,0.084,12.0,31.0,0.9979,3.4,0.48,9.9,5.0
4556,red,8.3,0.6799999999999999,0.1,2.6,0.081,45.0,87.0,0.9983,3.48,0.53,10.0,5.0
4557,red,9.65,0.26,0.45,3.3,0.06,20.0,49.0,0.9972,3.13,0.54,9.6,5.0
4558,red,9.65,0.43,0.58,1.9,0.07,15.0,40.0,1.0004,3.06,0.49,9.0,5.0
4559,red,8.0,0.45,0.23,2.2,0.094,16.0,29.0,0.9962,3.21,0.49,10.2,6.0
4560,red,8.5,0.46,0.31,2.25,0.078,32.0,58.0,0.998,3.33,0.54,9.8,5.0
4561,red,8.1,0.6799999999999999,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,5.0
4562,red,9.65,0.6799999999999999,0.32,2.3,0.078,35.0,152.0,0.998,3.25,0.48,9.4,5.0
4563,red,7.1,0.65,0.18,1.8,0.07,13.0,40.0,0.997,3.44,0.6,9.1,5.0
4564,red,9.1,0.64,0.23,3.1,0.095,13.0,38.0,0.9998,3.28,0.59,9.7,5.0
4565,red,7.7,0.66,0.04,1.6,0.039,4.0,9.0,0.9962,3.4,0.47,9.4,5.0
4566,red,8.1,0.38,0.48,1.8,0.10800000000000001,5.0,17.0,0.9976,3.3,0.855,9.4,5.0
4567,red,7.4,0.6799999999999999,0.0,4.25,0.097,5.0,14.0,0.9966,3.63,0.54,10.7,3.5
4568,red,9.2,0.6799999999999999,0.24,2.6,0.087,12.0,93.0,0.9998,3.48,0.54,9.8,5.0
4569,red,8.6,0.49,0.51,2.0,0.10800000000000001,16.0,62.0,0.9979,3.03,0.855,9.0,5.0
4570,red,9.0,0.48,0.32,2.8,0.084,21.0,122.0,0.9984,3.32,0.62,9.4,5.0
4571,red,9.0,0.47,0.31,2.7,0.084,24.0,125.0,0.9984,3.31,0.61,9.4,5.0
4572,red,5.1,0.47,0.02,1.3,0.034,18.0,44.0,0.9921,3.66,0.62,12.8,6.0
4573,red,7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,6.0
4574,red,9.4,0.615,0.28,3.2,0.087,18.0,72.0,1.0001,3.31,0.53,9.7,5.0
4575,red,9.65,0.38,0.55,2.1,0.071,5.0,19.0,0.9986,3.11,0.62,10.8,6.0
